MaturityVar,QuesID,ID,xlsCol,,xlsCol,unite?,VarID,VarID-condnsd,VarName,Field/Question,Response/Response Type,CatID,labelCode,label,PointValue,DataType,RObjectType,Definition,Question & responses (don't use),Comments,Cleaning need
1,33,547,D,O,DO,1,119,77,EvalSensPrivConfComm,,Please explain here,500,0,Comments,,Open-Ended Response,factor,,,,
1,34,551,D,P,DP,1,120,78,BusCase,"QID 101 Is there a business case, business requirements, or similar document for this data element?","Documentation is desired, but is not planned",500,1,Desired,0,ordinal,factor,,"Documentation is desired, but is not planned",,
1,34,552,D,Q,DQ,1,121,,,,Planned but with no resources available to achieve the capability,500,2,Planned w no resources,1,ordinal,factor,,Planned but with no resources available to achieve the capability,,
1,34,553,D,R,DR,1,122,,,,Planned and with resources available to achieve the capability,500,3,Planned w resources,2,ordinal,factor,,Planned and with resources available to achieve the capability,,
1,34,554,D,S,DS,1,123,,,,In progress but with only partial resources available to achieve the capability,500,4,In progress w partial resources,3,ordinal,factor,,In progress but with only partial resources available to achieve the capability ,,
1,34,555,D,T,DT,1,124,,,,In progress with full resources available to achieve the capability,500,5,In progress w full resources,4,ordinal,factor,,In progress with full resources available to achieve the capability,,
1,34,556,D,U,DU,1,125,,,,Fully implemented,500,6,Fully implemented,5,ordinal,factor,,Fully implemented,,
1,35,601,D,V,DV,1,126,79,EvalRedndcy,QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?,No assessment has been done,600,1,No assessment,0,ordinal,factor,,No assessment has been done (Please explain),,
1,35,602,D,W,DW,1,127,,,,Under development,600,2,Under development,1,ordinal,factor,,Under development (Please explain),,
1,35,603,D,X,DX,1,128,,,,"Developed, documented, and implementation started",600,3,Initiated,2,ordinal,factor,,"Developed, documented, and implementation started",,
1,35,604,D,Y,DY,1,129,,,,Implementation progressing,600,4,Progressing,3,ordinal,factor,,Implementation progressing,,
1,35,605,D,Z,DZ,1,130,,,,Implementation well established,600,5,Well established,4,ordinal,factor,,Implementation well established,,
1,35,606,E,A,EA,1,131,,,,Fully implemented including recurring assessments,600,6,Fully implemented,5,ordinal,factor,,Fully implemented including recurring assessments,,
0,36,611,E,B,EB,0,132,80,EvalRedType,QID 017 What actions are/were performed to determine if data already exists from other sources?,"Internal research and evaluation: The lead federal agency conducts research to identify whether other potential sources and datasets exist, including GeoPlatform.gov Marketplace research.",600,1,Internal,,nominal,factor,,"Internal research and evaluation: The lead federal agency conducts research to identify whether other potential sources and datasets exist, including GeoPlatform.gov Marketplace research.",,
0,36,612,E,C,EC,0,133,,,,External research and evaluation: External stakeholders and partners conduct research to identify whether other potential sources and datasets exist.,600,2,External,,nominal,factor,,External research and evaluation: External stakeholders and partners conduct research to identify whether other potential sources and datasets exist.,,
0,36,613,E,D,ED,0,134,,,,Suitability review of datasets: Datasets identified that may meet mission requirements undergo suitability review or testing.,600,3,Suitability review,,nominal,factor,,Suitability review of datasets: Datasets identified that may meet mission requirements undergo suitability review or testing.,,
0,36,614,E,E,EE,0,135,,,,Data accuracy review: Datasets identified that may meet mission requirements undergo more extensive accuracy review or testing.,600,4,Data accuracy review,,nominal,factor,,Data accuracy review: Datasets identified that may meet mission requirements undergo more extensive accuracy review or testing.,,
0,36,615,E,F,EF,0,136,,,,Use limitations/ restrictions review: Datasets identified that may meet mission requirements undergo use limitations or restrictions review.,600,5,Use limitations review,,nominal,factor,,Use limitations/ restrictions review: Datasets identified that may meet mission requirements undergo use limitations or restrictions review.,,
0,36,616,E,G,EG,0,137,,,,Financial cost/impacts evaluation: Datasets identified that may meet mission requirements undergo review for potential financial costs or savings.,600,6,Financial cost/impacts eval,,nominal,factor,,Financial cost/impacts evaluation: Datasets identified that may meet mission requirements undergo review for potential financial costs or savings.,,
0,36,617,E,H,EH,0,138,81,EvalRedTypeComm,,Other (please specify),600,0,Other,,Open-Ended Response,factor,,Other: [User defined; required comment field appears when selected],,"separate ""Other"" from subsequent open-ended comments"
1,37,701,E,I,EI,1,139,82,ObtnProc,QID 018 Is there a process for obtaining data for this dataset?,No process is in place,700,1,No process,0,ordinal,factor,,No process is in place,,
1,37,702,E,J,EJ,1,140,,,,Under development,700,2,Under development,1,ordinal,factor,,Under development,,
1,37,703,E,K,EK,1,141,,,,"Developed, documented, and implementation started",700,3,Initiated,2,ordinal,factor,,"Developed, documented, and implementation started",,
1,37,704,E,L,EL,1,142,,,,Implementation progressing,700,4,Progressing,3,ordinal,factor,,Implementation progressing,,
1,37,705,E,M,EM,1,143,,,,Implementation well established,700,5,Well established,4,ordinal,factor,,Implementation well established,,
1,37,706,E,N,EN,1,144,,,,Fully implemented including recurring assessments,700,6,Fully implemented,5,ordinal,factor,,Fully implemented including recurring assessments,,
0,38,711,E,O,EO,1,145,83,ObtnProcType,QID 019 (optional) What actions are or were performed to obtain data?,Obtain data by purchasing,700,1,Purchase,,nominal,factor,,Obtain data by purchasing ,,
0,38,712,E,P,EP,1,146,,,,"Obtain data by modifying, converting, or transforming data",700,2,Modifying,,nominal,factor,,"Obtain data by modifying, converting, or transforming data ",,
0,38,713,E,Q,EQ,1,147,,,,"Obtain data by sharing, exchanging, or aggregating existing data",700,3,Sharing existing,,nominal,factor,,"Obtain data by sharing, exchanging, or aggregating existing data",,
0,38,714,E,R,ER,1,148,,,,Obtain data by creating and/or collecting the data,700,4,Creating,,nominal,factor,,Obtain data by creating and/or collecting the data ,,
0,38,715,E,S,ES,1,149,84,ObtnProcTypeComm,,Other (please specify),700,0,Other,,nominal,factor,,Other  ÿ[User defined; required comment field appears when selected],,"separate ""Other"" from subsequent open-ended comments"
1,39,721,E,T,ET,1,150,85,StndMetad,QID 020 Is the metadata in an OGIC-endorsed metadata standard?,No metadata or is not in an OGIC-endorsed standard,700,1,No metadata,0,ordinal,factor,,No metadata or is not in an OGIC-endorsed standard,,
1,39,722,E,U,EU,1,151,,,,OGIC-endorsed metadata is under development,700,2,OGIC metadata under dev,3,ordinal,factor,,OGIC-endorsed metadata is under development,,
1,39,723,E,V,EV,1,152,,,,"OGIC-endorsed metadata is developed, associated with the data as an XML or similar file format, and available via the Oregon Spatial Data Library",700,3,OGIC metadata complete,5,ordinal,factor,,"OGIC-endorsed metadata is developed, associated with the data as an XML or similar file format, and available via the Oregon Spatial Data Library",,
1,40,731,E,W,EW,1,153,86,CmpltnssExtnt,QID 021 What is the estimated completeness of the geographic extent of the data element?,Geographic extent is 0% complete and/or business requirements have not been defined,700,1,0% complete/no business reqs,0,ordinal,factor,,Geographic extent is 0% complete and/or business requirements have not been defined ,,
1,40,732,E,X,EX,1,154,,,,Geographic extent is between 1-25% complete based on business requirements,700,2,1-25% complete,1,ordinal,factor,,Geographic extent is between 1-25% complete based on business requirements ,,
1,40,733,E,Y,EY,1,155,,,,Geographic extent is more than 25% but less than 50% complete based on business requirements,700,3,25 to <50% complete,2,ordinal,factor,,Geographic extent is more than 25% but less than 50% complete based on business requirements ,,
1,40,734,E,Z,EZ,1,156,,,,Geographic extent is more than 50% but less than 75% complete based on business requirements,700,4,50 to <75% complete,3,ordinal,factor,,Geographic extent is more than 50% but less than 75% complete based on business requirements ,,
1,40,735,F,A,FA,1,157,,,,Geographic extent is more than 75% but less than 100% complete based on business requirements,700,5,75 to <100 complete,4,ordinal,factor,,Geographic extent is more than 75% but less than 100% complete based on business requirements ,,
1,40,736,F,B,FB,1,158,,,,Geographic extent is fully complete (100%) based on business requirements,700,6,Fully complete,5,ordinal,factor,,Geographic extent is fully complete (100%) based on business requirements,,
0,41,741,F,C,FC,1,159,87,CmpltnssExtntType,QID 022 (optional) What is the geographic extent of the data element?,Global extent,700,1,Global,,nominal,factor,,Global extent,,
0,41,742,F,D,FD,1,160,,,,US 50 States,700,2,US,,nominal,factor,,US 50 States,,
0,41,743,F,E,FE,1,161,,,,Oregon (all) ? the entire state surface,700,3,Oregon (all),,nominal,factor,,Oregon (all) ? the entire state surface,,
0,41,744,F,F,FF,1,162,,,,Oregon (specific geographic extents) ? specific areas within Oregon?s boundary,700,4,Oregon (specific geographic extents),,nominal,factor,,Oregon (specific geographic extents) ? specific areas within Oregon?s boundary,,
0,41,745,F,G,FG,1,163,,,,Ocean and coastal areas ? near- and offshore areas,700,5,Ocean/coastal,,nominal,factor,,Ocean and coastal areas ? near- and offshore areas,,
0,41,746,F,H,FH,1,164,,,,Oregon waterbodies ? excludes ocean,700,6,Oregon waterbodies,,nominal,factor,,Oregon waterbodies ? excludes ocean,,
0,41,747,F,I,FI,1,165,88,CmpltnssExtntTypeComm,,Other (please specify),700,0,Other,,Open-Ended Response,factor,,Other (please describe),,"separate ""Other"" from subsequent open-ended comments"
1,42,751,F,J,FJ,1,166,89,CmpltnssRes,QID 023 What is the estimated completeness of the resolution of the data element?,Data element?s resolution is 0% complete and/or business requirements have not been defined,700,1,0% complete/no business reqs,0,ordinal,factor,,Data element?s resolution is 0% complete and/or business requirements have not been defined ,,
1,42,752,F,K,FK,1,167,,,,Data element?s resolution is between 1-25% complete based on business requirements,700,2,1-25% complete,1,ordinal,factor,,Data element?s resolution is between 1-25% complete based on business requirements ,,
1,42,753,F,L,FL,1,168,,,,Data element?s resolution is more than 25% but less than 50% complete based on business requirements,700,3,25 to <50% complete,2,ordinal,factor,,Data element?s resolution is more than 25% but less than 50% complete based on business requirements ,,
1,42,754,F,M,FM,1,169,,,,Data element?s resolution is more than 50% but less than 75% complete based on business requirements,700,4,50 to <75% complete,3,ordinal,factor,,Data element?s resolution is more than 50% but less than 75% complete based on business requirements ,,
1,42,755,F,N,FN,1,170,,,,Data element?s resolution is more than 75% but less than 100% complete based on business requirements,700,5,75 to <100 complete,4,ordinal,factor,,Data element?s resolution is more than 75% but less than 100% complete based on business requirements ,,
1,42,756,F,O,FO,1,171,,,,Data element?s resolution is fully complete (100%) based on business requirements,700,6,Fully complete,5,ordinal,factor,,Data element?s resolution is fully complete (100%) based on business requirements,,
0,43,801,F,P,FP,1,172,90,AccessType,QID 004 Is the data element publicly sharable?,Data cannot be shared publicly at this time.,800,1,Not shared,,nominal,factor,,Data cannot be shared publicly at this time.,,
0,43,802,F,Q,FQ,1,173,,,,Data are secured or similar.,800,2,Secured,,nominal,factor,,Data can be shared publicly.,,
0,43,803,F,R,FR,1,174,,,,Data can be shared publicly.,800,3,Public,,nominal,factor,,Data are secured or similar (please explain),,
1,44,811,F,S,FS,1,175,91,AccessOSDL,QID 025 Do users have access to the data element via Oregon Spatial Data Library?,"Access is desired, but is not planned",800,1,Desired,0,ordinal,factor,,"Access is desired, but is not planned",,
1,44,812,F,T,FT,1,176,,,,Planned but with no resources available to achieve the capability,800,2,Planned w no resources,1,ordinal,factor,,Planned but with no resources available to achieve the capability,,
1,44,813,F,U,FU,1,177,,,,Planned and with resources available to achieve the capability,800,3,Planned w resources,2,ordinal,factor,,Planned and with resources available to achieve the capability,,
1,44,814,F,V,FV,1,178,,,,In progress but with only partial resources available to achieve the capability,800,4,In progress w partial resources,3,ordinal,factor,,In progress but with only partial resources available to achieve the capability ,,
1,44,815,F,W,FW,1,179,,,,In progress with full resources available to achieve the capability,800,5,In progress w full resources,4,ordinal,factor,,In progress with full resources available to achieve the capability,,
1,44,816,F,X,FX,1,180,,,,Fully implemented,800,6,Fully implemented,5,ordinal,factor,,Fully implemented ,,
1,44,817,F,Y,FY,1,181,,,,Not applicable (please explain),800,7,NA,0,ordinal,factor,,Not applicable (please explain),,"separate ""Not applicable"" from subsequent open-ended comments"
1,44,818,,,FZ,1,182,92,AccessOSDLComm,,comments,800,8,Comments,0,Open-Ended Response,text,,,The comment field was accessible regardless of choice.,
1,45,821,F,Z,GA,1,183,93,OSDLErr,QID 025.2 Is the Oregon Spatial Data Library record for this data element fully correct?,Yes,800,1,Yes,5,ordinal,factor,,Yes,,
1,45,822,G,A,GB,1,184,94,OSDLErrComm,,No - please explain the condition of the OSDL record for this data element.,800,0,No,1,ordinal,factor,,Please explain the condition of the OSDL record for this data element.,,
1,46,831,G,B,GC,1,185,95,AccessProc,QID 025.1 What is the process for accessing the data element?,No processes are in place,800,1,No process,0,ordinal,factor,,No processes are in place,,
1,46,832,G,C,GD,1,186,,,,Ad-hoc processes,800,2,Ad-hoc,1,ordinal,factor,,Ad-hoc processes,,
1,46,833,G,D,GE,1,187,,,,Repeatable processes,800,3,Repeatable,2,ordinal,factor,,Repeatable processes,,
1,46,834,G,E,GF,1,188,,,,Defined processes,800,4,Defined,3,ordinal,factor,,Defined processes,,
1,46,835,G,F,GG,1,189,,,,Managed and measured processes,800,5,Managed,4,ordinal,factor,,Managed and measured processes,,
1,46,836,G,G,GH,1,190,,,,Optimized processes,800,6,Optimized,5,ordinal,factor,,Optimized processes ,,
1,46,837,G,H,GI,1,191,96,AccessProcComm,,(optional: Please describe the process(es) for accessing this data element.),800,0,Comments,0,string,text,,(optional: Please explain the process(es) for accessing this data element.),,
1,47,901,G,I,GJ,1,192,97,StwdProc,QID 026 Is there a stewardship process in place for this dataset?,"Stewardship process is desired, but is not planned",900,1,Desired,0,ordinal,factor,,"Stewardship process is desired, but is not planned",,
1,47,902,G,J,GK,1,193,,,,Planned but with no resources available to achieve the capability,900,2,Planned w no resources,1,ordinal,factor,,Planned but with no resources available to achieve the capability,,
1,47,903,G,K,GL,1,194,,,,Planned and with resources available to achieve the capability,900,3,Planned w resources,2,ordinal,factor,,Planned and with resources available to achieve the capability,,
1,47,904,G,L,GM,1,195,,,,In progress but with only partial resources available to achieve the capability,900,4,In progress w partial resources,3,ordinal,factor,,In progress but with only partial resources available to achieve the capability ,,
1,47,905,G,M,GN,1,196,,,,In progress with full resources available to achieve the capability,900,5,In progress w full resources,4,ordinal,factor,,In progress with full resources available to achieve the capability,,
1,47,906,G,N,GO,1,197,98,StwdProcComm,,Fully implemented (Please provide the stewardship plan name and a link to the plan),900,6,Fully implemented,5,ordinal,factor,,Fully implemented - (Please provide the stewardship plan name and a link to the plan),,
1,48,911,G,O,GP,1,198,99,StwdProcType,QID 027 Please select the closest description to the existing stewardship process.,ad hoc,900,1,Ad-hoc,0,ordinal,factor,,ad hoc,,
1,48,912,G,P,GQ,1,199,,,,single organization acting as steward,900,2,single,1,ordinal,factor,,single organization acting as steward,,
1,48,913,G,Q,GR,1,200,,,,two acting stewards,900,3,two,2,ordinal,factor,,two acting stewards,,
1,48,914,G,R,GS,1,201,,,,more than two acting stewards,900,4,more than two,3,ordinal,factor,,more than two acting stewards,,
1,48,915,G,S,GT,1,202,,,,informal stewardship arrangement,900,5,informal,4,ordinal,factor,,informal stewardship arrangement,,
1,48,916,G,T,GU,1,203,,,,formal stewardship plan,900,6,formal,5,ordinal,factor,,formal stewardship plan ,,
1,48,917,G,U,GV,1,204,,,,Other,900,7,Other,na,string,text,,Other,,
1,49,921,G,V,GW,1,205,100,QAQCProc,QID 028 Is there a quality assurance/quality control (QA/QC) process as part of this dataset?s maintenance? ,No process is in place (Please explain),900,1,No process,0,ordinal,factor,,No process is in place (Please explain),,
1,49,922,G,W,GX,1,206,,,,Under development,900,2,Under development,1,ordinal,factor,,Under development,,
1,49,923,G,X,GY,1,207,,,,"Developed, documented, and implementation started",900,3,Initiated,2,ordinal,factor,,"Developed, documented, and implementation started",,
1,49,924,G,Y,GZ,1,208,,,,Implementation progressing,900,4,Progressing,3,ordinal,factor,,Implementation progressing,,
1,49,925,G,Z,HA,1,209,,,,Implementation well established,900,5,Well established,4,ordinal,factor,,Implementation well established,,
1,49,926,H,A,HB,1,210,,,,Fully implemented including recurring assessments,900,6,Fully implemented,5,ordinal,factor,,Fully implemented including recurring assessments,,
1,50,931,H,B,HC,1,211,101,HrzIntProc,QID 103 Are there procedures in place for meeting the horizontal integration needs of users?,No procedures are in place,900,1,No procedures,0,ordinal,factor,,No procedures are in place,,
1,50,932,H,C,HD,1,212,,,,Ad-hoc procedures,900,2,Ad-hoc,1,ordinal,factor,,Ad-hoc procedures ,,
1,50,933,H,D,HE,1,213,,,,Repeatable procedures,900,3,Repeatable,2,ordinal,factor,,Repeatable procedures ,,
1,50,934,H,E,HF,1,214,,,,Defined procedures,900,4,Defined,3,ordinal,factor,,Defined procedures ,,
1,50,935,H,F,HG,1,215,,,,Managed and measured procedures,900,5,Managed,4,ordinal,factor,,Managed and measured procedures ,,
1,50,936,H,G,HH,1,216,,,,Optimized procedures,900,6,Optimized,5,ordinal,factor,,Optimized procedures ,,
1,50,937,H,H,HI,0,217,102,HrzIntProcComm,,(optional)ÿ Please explain the procedure(s) for integrating this data element.,900,0,Comments,na,string,text,,(optional: Please explain the procedure(s) for integrating this data element.),,
1,51,941,H,I,HJ,1,218,103,VrtIntProc,QID 104 Are there procedures in place for meeting the vertical integration needs of users?,No procedures are in place,900,1,No procedures,0,ordinal,factor,,No procedures are in place,,
1,51,942,H,J,HK,1,219,,,,Ad-hoc procedures,900,2,Ad-hoc,1,ordinal,factor,,Ad-hoc procedures ,,
1,51,943,H,K,HL,1,220,,,,Repeatable procedures,900,3,Repeatable,2,ordinal,factor,,Repeatable procedures ,,
1,51,944,H,L,HM,1,221,,,,Defined procedures,900,4,Defined,3,ordinal,factor,,Defined procedures ,,
1,51,945,H,M,HN,1,222,,,,Managed and measured procedures,900,5,Managed,4,ordinal,factor,,Managed and measured procedures ,,
1,51,946,H,N,HO,1,223,,,,Optimized procedures,900,6,Optimized,5,ordinal,factor,,Optimized procedures ,,
1,51,947,H,O,HP,0,224,,,,(optional: Please explain the procedure(s) for integrating this data element.),900,0,a label only,na,string,text,,(optional: Please explain the procedure(s) for integrating this data element.),,
1,51,948,H,P,HQ,0,225,104,VrtIntProcComm,,(optional) Please explain the procedure(s) for integrating this data element.,900,0,Comments,na,string,text,,,,
1,52,1001,H,Q,HR,1,226,105,EvalNeed,QID 029 Is there a process to determine if the dataset meets user needs?,No process is in place (Please explain),1000,1,No process,0,ordinal,factor,,No process is in place (Please explain),,
1,52,1002,H,R,HS,1,227,,,,Under development,1000,2,Under development,1,ordinal,factor,,Under development,,
1,52,1003,H,S,HT,1,228,,,,"Developed, documented, and implementation started",1000,3,Initiated,2,ordinal,factor,,"Developed, documented, and implementation started",,
1,52,1004,H,T,HU,1,229,,,,Implementation progressing,1000,4,Progressing,3,ordinal,factor,,Implementation progressing,,
1,52,1005,H,U,HV,1,230,,,,Implementation well established,1000,5,Well established,4,ordinal,factor,,Implementation well established,,
1,52,1006,H,V,HW,1,231,,,,Fully implemented including recurring assessments,1000,6,Fully implemented,5,ordinal,factor,,Fully implemented including recurring assessments,,
1,52,1007,H,W,HX,0,232,106,EvalNeedComm,,Please explain here,1000,0,Comments,na,string,text,,,,
1,53,1011,H,X,HY,1,233,107,TechXferProc,QID 030 Is there a process to provide users information on how to evaluate and properly use the dataset?,No process is in place (Please explain),1000,1,No process,0,ordinal,factor,,No process is in place (Please explain),,
1,53,1012,H,Y,HZ,1,234,,,,Under development,1000,2,Under development,1,ordinal,factor,,Under development,,
1,53,1013,H,Z,IA,1,235,,,,"Developed, documented, and implementation started",1000,3,Initiated,2,ordinal,factor,,"Developed, documented, and implementation started",,
1,53,1014,I,A,IB,1,236,,,,Implementation progressing,1000,4,Progressing,3,ordinal,factor,,Implementation progressing,,
1,53,1015,I,B,IC,1,237,,,,Implementation well established,1000,5,Well established,4,ordinal,factor,,Implementation well established,,
1,53,1016,I,C,ID,1,238,,,,Fully implemented including recurring assessments,1000,6,Fully implemented,5,ordinal,factor,,Fully implemented including recurring assessments,,
1,53,1017,I,D,IE,0,239,108,TechXferProcComm,,Please explain here,1000,0,Comments,na,string,text,,,,
0,54,1101,I,E,IF,1,240,109,AppraisProc,QID 031 (optional) Is there an appraising process for the dataset?,No process is in place (Please explain),1100,1,No process,0,ordinal,factor,,No process is in place (Please explain),,
0,54,1102,I,F,IG,1,241,,,,Under development,1100,2,Under development,1,ordinal,factor,,Under development,,
0,54,1103,I,G,IH,1,242,,,,"Developed, documented, and implementation started",1100,3,Initiated,2,ordinal,factor,,"Developed, documented, and implementation started",,
0,54,1104,I,H,II,1,243,,,,Implementation progressing,1100,4,Progressing,3,ordinal,factor,,Implementation progressing,,
0,54,1105,I,I,IJ,1,244,,,,Implementation well established,1100,5,Well established,4,ordinal,factor,,Implementation well established,,
0,54,1106,I,J,IK,1,245,,,,Fully implemented including recurring assessments,1100,6,Fully implemented,5,ordinal,factor,,Fully implemented including recurring assessments,,
0,54,1107,I,K,IL,0,246,110,AppraisProcComm,,Please explain here,1100,0,Comments,na,string,text,,,,
0,55,1111,I,L,IM,1,247,111,ArchvLoc,QID 032 (optional) Where is the digital data being archived?,No digital data is available to archive for this dataset,1100,1,No data,0,ordinal,factor,,No digital data is available to archive for this dataset,,
0,55,1112,I,M,IN,1,248,,,,Archived at an archive facility (please provide name),1100,2,Archived,2,ordinal,factor,,Archived at an archive facility (please provide name),,
0,55,1113,I,N,IO,1,249,,,,Stored locally,1100,3,Local,3,ordinal,factor,,Stored locally,,
0,55,1114,I,O,IP,1,250,,,,Other (please explain below),1100,4,Other,1,ordinal,factor,,Other,,"separate ""Other"" from subsequent open-ended comments"
0,55,1115,I,P,IQ,1,251,,,,Not applicable (please explain below),1100,5,Not applicable,na,ordinal,factor,,Not applicable,,"separate ""Not applicable"" from subsequent open-ended comments"
0,55,1116,I,Q,IR,0,252,112,ArchvLocComm,,Please explain here,1100,0,Comments,,string,text,,,,
0,56,1201,I,R,IS,0,253,113,ReviewrName,Contact information for the reviewer,Name,1200,0,Name,,string,text,,,,
0,56,1202,I,S,IT,0,254,114,ReviewrOrg,,Company,1200,0,Company,,string,text,,,,
0,56,1203,I,T,IU,0,255,115,ReviewrAddress,,Address,1200,0,Address,,string,text,,,,
0,56,1204,I,U,IV,0,256,116,ReviewrAddress2,,Address 2,1200,0,Address 2,,string,text,,,,
0,56,1205,I,V,IW,0,257,117,ReviewrCity,,City/Town,1200,0,City/Town,,string,text,,,,
0,56,1206,I,W,IX,0,258,118,ReviewrState,,State/Province,1200,0,State/Province,,string,text,,,,
0,56,1207,I,X,IY,0,259,119,ReviewrZIP,,ZIP/Postal Code,1200,0,ZIP/Postal Code,,string,text,,,,
0,56,1208,I,Y,IZ,0,260,120,ReviewrCountry,,Country,1200,0,Country,,string,text,,,,
0,56,1209,I,Z,JA,0,261,121,ReviewrEmail,,Email Address,1200,0,Email Address,,string,text,,,,
0,56,1210,J,A,JB,0,262,122,ReviewrPHone,,Phone Number,1200,telephone,Phone Number,,phone number,number,,,,
0,57,1220,J,B,JC,1,263,123,WantCopy,Would you like a copy of your responses emailed to you?,No,1200,1,No,,nominal,factor,,No,,
0,57,1221,J,C,JD,1,264,,,,Yes,1200,2,Yes,,nominal,factor,,Yes,,
0,58,1222,J,D,JE,1,265,124,CopyFormat,In what format would you like to receive your responses>,Google sheets,1200,1,Sheets,,nominal,factor,,Google sheets,,
0,58,1223,J,E,JF,1,266,,,,PDF,1200,2,PDF,,nominal,factor,,PDF,,
0,58,1224,J,F,JG,1,267,,,,Excel,1200,3,Excel,,nominal,factor,,Excel,,
0,58,1225,J,G,JH,1,268,,,,CSV,1200,4,CSV,,nominal,factor,,CSV,,
